id,variant_id,text,true_label,pred_label,confidence_x,prompt_id,ci_score,sri_score,csi_type,sri_grade,is_error,confidence_y,entropy,difficulty,is_ambiguous,requires_review,training_action,behavior
sst2_0119,v3,"in exaDtoy 89 minutes, <pst of which pxsseC as Dloqly as if i ' d neeM Di4ting naked on an igloo, formula 51 sxn, eron quiEkH to H@rky to utter turkey.",negative,negative,0.9980652928352356,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0120,base,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",positive,positive,0.9998075366020204,sst2_0120,0.537,0.463,Type III,D,0.0,0.9998,0.0027,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0120,v1,"jWither parker nor donoGzn is a typical TomanRic lSaW, but they bring a vresJ, q^iTky chadk to the formula.",positive,negative,0.8397114276885986,sst2_0120,0.537,0.463,Type III,D,0.0,0.9998,0.0027,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0120,v2,"neitehr parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",positive,positive,0.9998207688331604,sst2_0120,0.537,0.463,Type III,D,0.0,0.9998,0.0027,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0120,v3,"Geithee park#e nor donovan is a typUca. romantic >eac, but tYeH btJng a fresh, quirky cUarH to the formula.",positive,positive,0.963716208934784,sst2_0120,0.537,0.463,Type III,D,0.0,0.9998,0.0027,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0121,base,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",positive,positive,0.9984886646270752,sst2_0121,0.564,0.436,Type III,D,0.0,0.9985,0.0163,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0121,v1,".. . an o%hsrwise inyens@, YwiCt - and - turn 4hri<ler that certainly should n ' t hjGt %aPented yo*bg gahhXn ' s $esu,e.",positive,negative,0.9988118410110474,sst2_0121,0.564,0.436,Type III,D,0.0,0.9985,0.0163,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0121,v2,"... an otehrwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",positive,positive,0.9988295435905457,sst2_0121,0.564,0.436,Type III,D,0.0,0.9985,0.0163,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0121,v3,".. . an otherwise JnteGse, Ywis5 - and - t*Tn thriller that ceryaiMly sYoJld n ' t hJ5t tzlenfed youGy gaghan ' s #@sume.",positive,negative,0.9938952326774596,sst2_0121,0.564,0.436,Type III,D,0.0,0.9985,0.0163,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0122,base,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,positive,positive,0.999812662601471,sst2_0122,0.539,0.461,Type III,D,0.0,0.9998,0.0026,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0122,v1,Xhwng. .. has f*ne an amazing job of getting reaPistiD performSncDs from his JainlT nonprofessional xas4.,positive,positive,0.916073441505432,sst2_0122,0.539,0.461,Type III,D,0.0,0.9998,0.0026,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0122,v2,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . .,positive,positive,0.999800980091095,sst2_0122,0.539,0.461,Type III,D,0.0,0.9998,0.0026,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0122,v3,shabg. .. has XonR an amxzinr job of regting eealistOc performances from his mainly nonprogessiona; cast.,positive,negative,0.9976045489311218,sst2_0122,0.539,0.461,Type III,D,0.0,0.9998,0.0026,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0123,base,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",negative,negative,0.9997583031654358,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0123,v1,"this piece of fhannwl 5 Vrare trash is, @Jite branOly, an iBsulr to the intelligence of the tF8e geJee enthusiast.",negative,negative,0.9316244125366212,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0123,v2,"this piece of channel 5 grade trash is , quite frankly , an insult to teh intelligence of the true genre enthusiast . ",negative,negative,0.9997461438179016,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0123,v3,"th7q pi@c# of chshnel 5 grade trash is, @uitD fraJoly, an insult to the intelligence of the true Fehre enthjsiaEt.",negative,negative,0.9997562766075134,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0124,base,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ",negative,negative,0.7782993316650391,sst2_0124,0.488,0.511,Type III,D,0.0,0.7783,0.7633,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0124,v1,"it ' s inoffensive, cheerful, Vujlt to inD(ire the young people, set to an unending Xoundtrzck of beach paFth pop gumb@rs and aside from its remarkaGPe camerSEork and aw$sohe scenery, it ' s about as exSitkng as a Eunb&rn.",negative,negative,0.9540945291519164,sst2_0124,0.488,0.511,Type III,D,0.0,0.7783,0.7633,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0124,v2,"it 's inoffensive , cheerful , built to inspire teh young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ",negative,negative,0.9420756697654724,sst2_0124,0.488,0.511,Type III,D,0.0,0.7783,0.7633,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0124,v3,"it ' s inoffensive, cheerful, built to inspire the young people, set to an unegFing soundtrack of beach parRj pop nunbRrs and aQiVe vDom its FeHarkable Samwrawork and Wwesoje scenery, it ' s about as eacitinn as a s*nburm.",negative,positive,0.8353665471076965,sst2_0124,0.488,0.511,Type III,D,0.0,0.7783,0.7633,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0125,base,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",positive,positive,0.990915596485138,sst2_0125,0.564,0.436,Type III,D,0.0,0.9909,0.0747,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0125,v1,"but tak$h as a s6&lish and eherget*c one - sh8y, the SueRn of the daHHed can not be said to cucj.",positive,negative,0.997448742389679,sst2_0125,0.564,0.436,Type III,D,0.0,0.9909,0.0747,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0125,v2,"but taken as a stylish and energetic one-shot , teh queen of the damned can not be said to suck . ",positive,positive,0.99326491355896,sst2_0125,0.564,0.436,Type III,D,0.0,0.9909,0.0747,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0125,v3,"but ta.sn as a sGyKish and en#rHetic one - ctot, the queen of the XamnWd can not be CQid to cucU.",positive,negative,0.9964824914932252,sst2_0125,0.564,0.436,Type III,D,0.0,0.9909,0.0747,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0126,base,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",positive,negative,0.9621610641479492,sst2_0126,0.2616,0.7384,Type II,B,1.0,0.9622,0.2323,medium,False,False,standard_training,Moderate internal instability with good retention.
sst2_0126,v1,"a full aor,d has been presented onqcreeh, not some deriRs of careEJlly structured lllt (oinFs Huildung to a pat resolution.",positive,negative,0.751319408416748,sst2_0126,0.2616,0.7384,Type II,B,1.0,0.9622,0.2323,medium,False,False,standard_training,Moderate internal instability with good retention.
sst2_0126,v2,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . .",positive,negative,0.9641714692115784,sst2_0126,0.2616,0.7384,Type II,B,1.0,0.9622,0.2323,medium,False,False,standard_training,Moderate internal instability with good retention.
sst2_0126,v3,"a full wo$lc has geeJ preAen$ed onscreen, not some s#ried of carefully structured plKg poimtz building to a pat tesol6tion.",positive,negative,0.9967989921569824,sst2_0126,0.2616,0.7384,Type II,B,1.0,0.9622,0.2323,medium,False,False,standard_training,Moderate internal instability with good retention.
sst2_0127,base,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,positive,positive,0.9986829161643982,sst2_0127,0.645,0.355,Type III,F,0.0,0.9987,0.0145,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0127,v1,you will emerge with a cleXref vODw of how the gears of jus5ise gdibd on and the death gep*rt cPnes to share airt&m4 aI9ngside the farm Tepo4t.,positive,negative,0.9148971438407898,sst2_0127,0.645,0.355,Type III,F,0.0,0.9987,0.0145,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0127,v2,you will emerge with a clearer view of how teh gears of justice grind on and the death report comes to share airtime alongside the farm report . ,positive,positive,0.9982523322105408,sst2_0127,0.645,0.355,Type III,F,0.0,0.9987,0.0145,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0127,v3,you will em4rgW with a cleafSr vi#a of how the Reaes of justice gfinE on and the death reLPrt comes to Whar# ai$tUme alongside the farm depo4t.,positive,negative,0.98814058303833,sst2_0127,0.645,0.355,Type III,F,0.0,0.9987,0.0145,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0128,base,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",positive,positive,0.7638492584228516,sst2_0128,0.7,0.3,Type IV,F,0.0,0.7638,0.7886,very_hard,False,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0128,v1,"somw5hing akin to a ,apZnese a?iXe through the liokiHg g:asA, except that it seems to take i5sslf far more seri9uslh.",positive,negative,0.9977996945381165,sst2_0128,0.7,0.3,Type IV,F,0.0,0.7638,0.7886,very_hard,False,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0128,v2,"something akin to a japanese alice through teh looking glass , except that it seems to take itself far more seriously . ",positive,positive,0.552659273147583,sst2_0128,0.7,0.3,Type IV,F,0.0,0.7638,0.7886,very_hard,False,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0128,v3,"something zJin to a japanese a>9ce through the looking gOaXs, fxcepG ^hSt it seems to take ltselC far jPre seriously.",positive,negative,0.9773550629615784,sst2_0128,0.7,0.3,Type IV,F,0.0,0.7638,0.7886,very_hard,False,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0129,base,... a magnificent drama well worth tracking down . ,positive,positive,0.9998440742492676,sst2_0129,0.599,0.401,Type III,D,0.0,0.9998,0.0022,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0129,v1,".. . a ,agMificent drama well 1orfh tracuigg dI1n.",positive,negative,0.9662930369377136,sst2_0129,0.599,0.401,Type III,D,0.0,0.9998,0.0022,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0129,v2,... a magnificent drama well worth tracking down . .,positive,positive,0.9998419284820556,sst2_0129,0.599,0.401,Type III,D,0.0,0.9998,0.0022,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0129,v3,.. . a maYniVicent Crwma we.i worth tracking doah.,positive,negative,0.9837030172348022,sst2_0129,0.599,0.401,Type III,D,0.0,0.9998,0.0022,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0130,base,"add yet another hat to a talented head , clooney 's a good director . ",positive,positive,0.9998788833618164,sst2_0130,0.482,0.518,Type III,D,0.0,0.9999,0.0018,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0130,v1,"add yet ajothee hat to a ta<$nted h4sd, Xloone^ ' s a glof director.",positive,negative,0.991922914981842,sst2_0130,0.482,0.518,Type III,D,0.0,0.9999,0.0018,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0130,v2,"add yet anotehr hat to a talented head , clooney 's a good director . ",positive,positive,0.9998722076416016,sst2_0130,0.482,0.518,Type III,D,0.0,0.9999,0.0018,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0130,v3,"add yet anoghe3 hat to a tal2nRed meaF, cl*one& ' s a good direchoT.",positive,positive,0.9734148383140564,sst2_0130,0.482,0.518,Type III,D,0.0,0.9999,0.0018,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0131,base,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,negative,positive,0.9410339593887328,sst2_0131,0.614,0.386,Type III,F,1.0,0.941,0.3233,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0131,v1,@bat the direcylr ca n ' t do is Jame eJtheF of val kilmer ' s two personas interesriBg or Qlrth ca$ibg aGoJt.,negative,negative,0.9985515475273132,sst2_0131,0.614,0.386,Type III,F,1.0,0.941,0.3233,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0131,v2,what teh director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,negative,positive,0.9624199271202089,sst2_0131,0.614,0.386,Type III,F,1.0,0.941,0.3233,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0131,v3,whqY the direcfo5 ca n ' t do is mskw e&tGer of val kilmer ' s two personas iMteDesting or !odth DariHg ab0jt.,negative,negative,0.9976758360862732,sst2_0131,0.614,0.386,Type III,F,1.0,0.941,0.3233,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0132,base,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated . ,positive,positive,0.9996269941329956,sst2_0132,0.591,0.409,Type III,D,0.0,0.9996,0.0048,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0132,v1,two hours fly by - - oLerq ' s a plead^re when you do n ' t gaBe to ebduee int2rmiscions - - and egej a noGic@ to the form xo<es adwy exhilarat$R.,positive,negative,0.9753162264823914,sst2_0132,0.591,0.409,Type III,D,0.0,0.9996,0.0048,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0132,v2,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to teh form comes away exhilarated . ,positive,positive,0.9995587468147278,sst2_0132,0.591,0.409,Type III,D,0.0,0.9996,0.0048,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0132,v3,"two nou%s fly by - - opera ' s a pleACure qh$n you do n ' t hxGe to endure intermissions - - and ef#n a nIvicf to the Codm somee awz6 exhi,arqted.",positive,negative,0.99517560005188,sst2_0132,0.591,0.409,Type III,D,0.0,0.9996,0.0048,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0133,base,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",positive,positive,0.9992035031318665,sst2_0133,0.461,0.539,Type III,D,0.0,0.9992,0.0093,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0133,v1,"a qpellbind&ng aDricag film about the modern condition of 5ootlesXness, a stSts experienced by millions arkujd the hloGe.",positive,negative,0.9873069524765016,sst2_0133,0.461,0.539,Type III,D,0.0,0.9992,0.0093,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0133,v2,"a spellbinding african film about teh modern condition of rootlessness , a state experienced by millions around the globe . ",positive,positive,0.99908709526062,sst2_0133,0.461,0.539,Type III,D,0.0,0.9992,0.0093,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0133,v3,"a spellbinding afrUcwn film xbou6 the modern conSiYion of rootOeDsness, a state experienced by miol(ons wfound the globe.",positive,positive,0.991381585597992,sst2_0133,0.461,0.539,Type III,D,0.0,0.9992,0.0093,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0134,base,i do n't think i laughed out loud once . ,negative,positive,0.8525217175483704,sst2_0134,0.841,0.159,Type IV,F,1.0,0.8525,0.6035,very_hard,True,False,add_ambiguous_class,Near-total collapse. Frequent flips with retention failure.
sst2_0134,v1,i do n ' t fhiMk i la Tghwd out Oohd omDe.,negative,negative,0.9972967505455016,sst2_0134,0.841,0.159,Type IV,F,1.0,0.8525,0.6035,very_hard,True,False,add_ambiguous_class,Near-total collapse. Frequent flips with retention failure.
sst2_0134,v2,i do n't think i laughed out loud once . .,negative,negative,0.502443790435791,sst2_0134,0.841,0.159,Type IV,F,1.0,0.8525,0.6035,very_hard,True,False,add_ambiguous_class,Near-total collapse. Frequent flips with retention failure.
sst2_0134,v3,i do n ' t fh&nk i lauvhew out IPud iHce.,negative,negative,0.9919568300247192,sst2_0134,0.841,0.159,Type IV,F,1.0,0.8525,0.6035,very_hard,True,False,add_ambiguous_class,Near-total collapse. Frequent flips with retention failure.
sst2_0135,base,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",negative,negative,0.98877614736557,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0135,v1,"if you believe any of this, i can make you a #ea. dewK on lefYove5 #n%on Q$ock tJAt 2ili VoublR in value a 2Dek from friday.",negative,negative,0.9955405592918396,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0135,v2,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . .",negative,negative,0.9924582242965698,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0135,v3,"if you gDlieve any of Ybis, i can make you a real dWql on left)ber en#*n xHock gbat will doun<e in value a week frkj friday.",negative,negative,0.995863676071167,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0136,base,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",positive,positive,0.9998767375946044,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0136,v1,"thanks to sc0yt ' s charisja4ic rogDF and eisenberg ' s CweFt nephew, rIgWr dovge4 is one of the moDG compelling va3iarions on in the conpzny of men.",positive,positive,0.972116231918335,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0136,v2,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of teh most compelling variations on in the company of men . ",positive,positive,0.99982750415802,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0136,v3,"thanks to scott ' s charismatic r(gFr and eisrnbeeg ' s sweS6 nephew, Dog2r dlSger is one of the mLCt comp4oling vSriatkons on in the compqnH of men.",positive,positive,0.996067762374878,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0137,base,or emptying rat traps . ,negative,negative,0.9993413090705872,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0137,v1,or 3mptyJng rat 4rzps.,negative,negative,0.995268166065216,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0137,v2,or emptying rat traps . .,negative,negative,0.9991505146026612,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0137,v3,or ejotying rat t5apa.,negative,negative,0.9975554943084716,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0138,base,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",positive,positive,0.9998823404312134,sst2_0138,0.46,0.54,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0138,v1,"dXzzlez wiFY its fully - d%itten charac6srs, its determined styl7shnesA (which always relates to characters and story) and Nohngy dankQo$th ' s best soundHrZck in yeqds.",positive,positive,0.998860478401184,sst2_0138,0.46,0.54,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0138,v2,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . .",positive,positive,0.9998804330825806,sst2_0138,0.46,0.54,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0138,v3,"dazzles wo4h its fj,ly - written characters, its dSterminec sgylishn4ss (which always relxtFs to characters and stoeg) and johnny dank@or%h ' s beQh soundtrack in yda#s.",positive,negative,0.9895461201667786,sst2_0138,0.46,0.54,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0139,base,it 's a stunning lyrical work of considerable force and truth . ,positive,positive,0.9998794794082642,sst2_0139,0.487,0.513,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0139,v1,it ' s a XtuGning >yricsl #irk of coBsiderahle force and truth.,positive,negative,0.9967834949493408,sst2_0139,0.487,0.513,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0139,v2,it 's a stunning lyrical work of considerable force and truth . .,positive,positive,0.9998784065246582,sst2_0139,0.487,0.513,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0139,v3,it ' s a xtuhning lyrical !or< of Sonsidedable force and t%uty.,positive,positive,0.9704190492630004,sst2_0139,0.487,0.513,Type III,D,0.0,0.9999,0.0017,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0140,base,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,negative,negative,0.9914351105690002,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0140,v1,"co,ss. .. uncomforYqbly clis4 to cPas6ing in the tteass of the bicycle thief.",negative,negative,0.9950979351997375,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0140,v2,comes ... uncomfortably close to coasting in teh treads of the bicycle thief . ,negative,negative,0.9889379739761353,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0140,v3,comdC. .. uncomfortably close to coaxtint in the 5readz of the bicHcIe tnUef.,negative,negative,0.9927350282669068,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0141,base,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",negative,negative,0.999808132648468,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0141,v1,"as ` cmisk flivkq ' go, this one is pretty miCeraNle, resorting to str9hg - pulling rztBer than leg7$imate charaVYer develolmeMt and intelligent ploytong.",negative,negative,0.9966191053390504,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0141,v2,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling ratehr than legitimate character development and intelligent plotting . ",negative,negative,0.9998121857643129,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0141,v3,"as ` chidi fl7cUs ' go, tnJs one is pDRtty miserable, 5esort*ng to s$r9ng - pulling rather than legitimate chSracte% CFvelopment and intelllgejt plotting.",negative,negative,0.999701201915741,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0142,base,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . ",negative,negative,0.9988963603973388,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0142,v1,"howeBWr it may lleas@ hhoQe who love movies that blare w9gh pop sonTZ, yo tnh science fiVHion fans will stomp a@Ay in disgust.",negative,negative,0.9992850422859192,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0142,v2,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . .",negative,negative,0.9990398287773132,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0142,v3,"however it may please th(sS who lkde ,ofies that GlaDe with pop songs, young wcieJce Cicgion fans wiOp stomp away in disRist.",negative,negative,0.9867615699768066,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0143,base,"offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends . ",positive,positive,0.9996907711029052,sst2_0143,0.462,0.538,Type III,D,0.0,0.9997,0.0041,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0143,v1,"oTfe5s KucT to Fnj0y. .. and a lot to kulO iv3r in terms of love, loyA/ty and the naHude of staying CDiends.",positive,positive,0.9885658621788024,sst2_0143,0.462,0.538,Type III,D,0.0,0.9997,0.0041,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0143,v2,"offers much to enjoy ... and a lot to mull over in terms of love , loyalty and teh nature of staying friends . ",positive,positive,0.999432384967804,sst2_0143,0.462,0.538,Type III,D,0.0,0.9997,0.0041,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0143,v3,"0ffegs mKXh to enmo7. .. and a lot to nul, over in tS5ms of love, l*yaltU and the nature of stay*bg c%iends.",positive,negative,0.9930443167686462,sst2_0143,0.462,0.538,Type III,D,0.0,0.9997,0.0041,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0144,base,a sequence of ridiculous shoot - 'em - up scenes . ,negative,negative,0.9997166991233826,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0144,v1,a seA8ence of riViDulous shPo4 - ' em - up Acenee.,negative,negative,0.8801820874214172,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0144,v2,a sequence of ridiculous shoot - 'em - up scenes . .,negative,negative,0.9996929168701172,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0144,v3,a sequeJve of #idicul)us ah8ot - ' em - up scendD.,negative,negative,0.9993528723716736,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0145,base,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,positive,positive,0.9970809817314148,sst2_0145,0.667,0.333,Type III,F,0.0,0.9971,0.0288,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0145,v1,bovdanoGich tqnfalizes by offering a p@e( Cho3 imyo the oiCes of the era ' s creme de la celluloid.,positive,positive,0.5179752111434937,sst2_0145,0.667,0.333,Type III,F,0.0,0.9971,0.0288,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0145,v2,bogdanovich tantalizes by offering a peep show into teh lives of the era 's creme de la celluloid . ,positive,positive,0.9861950874328612,sst2_0145,0.667,0.333,Type III,F,0.0,0.9971,0.0288,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0145,v3,bogdanov9Vh Gantalises by iff3ring a peep zh*w kgto the lives of the era ' s creme de la ce?lu/oid.,positive,negative,0.997385561466217,sst2_0145,0.667,0.333,Type III,F,0.0,0.9971,0.0288,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0146,base,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ",positive,positive,0.9953601956367492,sst2_0146,0.619,0.381,Type III,F,0.0,0.9954,0.0426,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0146,v1,"mil:Fr is p/ay&ng so frsS with WmotUons, and the fact GhaG Dhilcren are hosFagFs to fortune, 5ha6 he mak4W the audi#nc3 hostage to his swaggering affectation of seriousness.",positive,negative,0.914482593536377,sst2_0146,0.619,0.381,Type III,F,0.0,0.9954,0.0426,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0146,v2,"miller is playing so free with emotions , and teh fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ",positive,positive,0.992154061794281,sst2_0146,0.619,0.381,Type III,F,0.0,0.9954,0.0426,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
sst2_0146,v3,"milpeG is playing so fF2e with emotiogQ, and the fXVt that children are hKstag4s to foD$une, $ha^ he mzk@s the audiehVe hostage to his swaggering afRectatUon of seriousness.",positive,negative,0.9324466586112976,sst2_0146,0.619,0.381,Type III,F,0.0,0.9954,0.0426,hard,False,False,curriculum_learning,Moderate collapse with retention failure.
