id,variant_id,text,true_label,pred_label,confidence_x,prob_0,prob_1,prob_2,prob_3,prompt_id,ci_score,sri_score,csi_type,sri_grade,is_error,confidence_y,entropy,difficulty,is_ambiguous,requires_review,training_action,behavior
agnews_0090,v2,Victory so sweet after Atehns collapse BRITAIN #39;S world record holder Paula Radcliffe ran away with the closest women #39;s winning margin in the history of the New York City marathon yesterday.,Sports,Sports,0.9995405673980712,0.0003066064091399,0.9995405673980712,0.0001077764682122,4.501999865169637e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0090,v3,So victory sweet after Athens BRITAIN collapse # 39; S world record holder Paula Radcliffe ran away with closest the women # 39; s winning margin in the history of the York City New yesterday marathon.,Sports,Sports,0.9995396137237548,0.0003088143421337,0.9995396137237548,0.000106750660052,4.4848544348496944e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0091,base,"Wall St.'s Nest Egg - the Housing Sector  NEW YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them.",Business,Sports,0.9360360503196716,0.001159623847343,0.9360360503196716,0.0622708983719348,0.0005334310699254,agnews_0091,0.096,0.904,Type I,A,1.0,0.936,0.343,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0091,v1,"Wall St. ' s Nrqt Egg - the Housing SSct0r NEW YORK (Reuters) - If there w#Fe any Coufts that we ' re still living in the era of the cgay - at - BPme economy, the rows of empty seats at the ARheMs Olympics wnould JeKp erZDe them.",Business,Business,0.998354196548462,0.0008687869412824,8.550759230274707e-05,0.998354196548462,0.0006916316924616,agnews_0091,0.096,0.904,Type I,A,1.0,0.936,0.343,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0091,v2,"Wall St.'s Nest Egg - teh Housing Sector  NEW YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them.",Business,Business,0.9983798265457152,0.0008479375392198,7.751215889584273e-05,0.9983798265457152,0.000694723392371,agnews_0091,0.096,0.904,Type I,A,1.0,0.936,0.343,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0091,v3,"Wall St. ' Nest s Egg - the Housing Sector NEW YORK (Reuters) - there If any were doubts that we ' re living still in the era stay of the - at - home, economy the of rows empty seats at the Olympics Athens help should erase them.",Business,Sports,0.9843369126319884,0.0006044752663001,0.9843369126319884,0.0147633217275142,0.0002953966613858,agnews_0091,0.096,0.904,Type I,A,1.0,0.936,0.343,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0092,base,"Deutsche Bank to Sell Scudder Business to Legg Mason Deutsche Bank AG of Germany plans to sell its New York, Philadelphia, Cincinnati and Chicago offices of Scudder Private Investment Counsel to Legg Mason Inc. for \$55 million, plus payments of up to \$26 million, the company said Monday.",Business,Business,0.9983747005462646,0.0008792896405793,7.588847074657679e-05,0.9983747005462646,0.0006700264639221,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0092,v1,"Deutsche Bank to Sell Scudder Business to Legg Mason Deutsche BQnJ AG of GRrmQny plans to sell its New York, Philadelphia, Cincinnati and Chicago offices of Scudder Pr*vZte Infestm@nt CoknseK to Kegy Mason Inc. for \ $ 55 million, plus paym#ntC of up to \ $ 26 miliiom, the company sakW j*nday.",Business,Business,0.9983865022659302,0.0008378145867027,7.759092113701627e-05,0.9983865022659302,0.0006981481565162,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0092,v2,"Deutsche Bank to Sell Scudder Business to Legg Mason Deutsche Bank AG of Germany plans to sell its New York, Philadelphia, Cincinnati and Chicago offices of Scudder Private Investment Counsel to Legg Mason Inc. for \$55 million, plus payments of up to \$26 million, teh company said Monday.",Business,Business,0.9983944296836852,0.0008562149014323,7.650240149814636e-05,0.9983944296836852,0.0006727529689669,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0092,v3,"Deutsche Bank to Sell Scudder Business to Mason Legg Deutsche Bank AG of plans Germany to sell its New, York Philadelphia, Cincinnati and Chicago offices of Scudder Investment Private to Counsel Legg Mason Inc. for \ $ million 55, plus payments up of to \ $ 26 million, the said company Monday.",Business,Business,0.9984003901481628,0.0008472525514662,7.800481398589909e-05,0.9984003901481628,0.0006744098500348,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0093,base,Van driven by Arsenal quest for glory There #39;s little danger of Robin Van Persie getting carried away with himself. After scoring a dramatic first Premiership goal with the injury-time equaliser against Southampton ,Sports,Sports,0.9995397329330444,0.0003081403847318,0.9995397329330444,0.0001068110723281,4.540249574347399e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0093,v1,Van S$iven by QrQenal quFsG for glory There # 39; s little danger of Robin Van Persie gFttinh carried away with himself. Sftwr sSoEing a dramatic first Premiership goal with the injury - tOmR 2qualiseG xgainDt SouhBampton,Sports,Sports,0.9995391368865968,0.0003092922852374,0.9995391368865968,0.0001068930432666,4.4639178668148816e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0093,v2,Van driven by Arsenal quest for glory There #39;s little danger of Robin Van Persie getting carried away with himself. After scoring a dramatic first Premiership goal with teh injury-time equaliser against Southampton ,Sports,Sports,0.9995396137237548,0.0003083770279772,0.9995396137237548,0.0001067718403646,4.53226275567431e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0093,v3,Van by driven Arsenal quest for glory 39 There #; s little danger of Robin Van getting Persie carried away with himself. After a scoring first dramatic goal Premiership with the injury - time against equaliser Southampton,Sports,Sports,0.999539852142334,0.0003078693407587,0.999539852142334,0.0001068928977474,4.537981658359058e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0094,base,Oil Prices Sink to a Four-Month Low  LONDON (Reuters) - Oil prices sank to a four-month low  below \$41 for U.S. crude on Wednesday after leading OPEC  producer Saudi Arabia questioned the need for the cartel to  curb supplies.,Business,Business,0.9984360337257384,0.0008264704374596,7.695194653933868e-05,0.9984360337257384,0.0006606254610233,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0094,v1,Oil Prices Sink to a elur - Month Low L9HDON (Re ttWrs) - Oil pricwd sank to a four - month low below \ $ 41 for U. S. crude on Wednesday af4et leading OPEC producer Sq8di Arab&q qufetioned the Jeef for the cartel to f&rb supplies.,Business,Business,0.9984326958656312,0.00082225369988,7.601015386171639e-05,0.9984326958656312,0.0006690063746646,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0094,v2,Oil Prices Sink to a Four-Month Low  LONDON (Reuters) - Oil prices sank to a four-month low  below \$41 for U.S. crude on Wednesday after leading OPEC  producer Saudi Arabia questioned teh need for the cartel to  curb supplies.,Business,Business,0.9984341263771056,0.0008299108594655,7.672448555240408e-05,0.9984341263771056,0.0006592166610062,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0094,v3,Oil Prices to Sink a Month Four - Low LONDON (Reuters) - Oil sank to prices a four - low month below \ 41 $ for. U S. crude on Wednesday after leading OPEC producer Saudi Arabia questioned the need for the to cartel supplies curb.,Business,Business,0.9984368681907654,0.0008258371963165,7.690198253840208e-05,0.9984368681907654,0.0006603756337426,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0095,base,"Symantec Said to Be in Talks for Veritas Symantec, which produces the Norton line of computer products, is in talks to acquire Veritas Software, a maker of data backup programs.",Business,Business,0.9968301653862,0.0007020360208116,0.0001025533565552,0.9968301653862,0.0023652573581784,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0095,v1,"Symantec wsid to Be in Fal,s for Veritas Symantec, wb9ch produces the No%tpn l8nd of computer products, is in tZlOs to asqui%e Veritas SogtwaGe, a maker of dWtq hZckup programs.",Business,Business,0.9984149932861328,0.0007099733920767,7.770348020130768e-05,0.9984149932861328,0.0007972950115799,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0095,v2,"Symantec Said to Be in Talks for Veritas Symantec, which produces teh Norton line of computer products, is in talks to acquire Veritas Software, a maker of data backup programs.",Business,Business,0.9970270991325378,0.0006947951624169,9.991896513383836e-05,0.9970270991325378,0.00217827106826,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0095,v3,"Said symantec Be to in Talks Veritas for Symantec, which produces the Norton line computer of, products in is to talks acquire Veritas Software, a maker of data backup programs.",Business,Business,0.9977460503578186,0.0006606901297345,8.77493221196346e-05,0.9977460503578186,0.0015054885298013,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0096,base,"Gold Fields loses high court bid to halt Harmony takeover South African mining giant Gold Fields lost a high court bid to halt a hostile takeover by rival Harmony Gold, which is seeking to create the world #39;s biggest gold producer, a court official said.",Business,Business,0.9984513521194458,0.0007948331185616,7.764845213387161e-05,0.9984513521194458,0.0006762343691661,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0096,v1,"Gold Fields loses high c)jrt bid to BWlt Harmony takeover South Africwb mining giant Gold Fields lost a high court bid to ua:t a hostile tajeovRr by rival Harmknu Gold, which is weekijg to creztS the woT?d # 39; s biggest gold producer, a court officLXl said.",Business,Business,0.9984278678894044,0.0007844408974051,7.749925862299278e-05,0.9984278678894044,0.0007101619266904,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0096,v2,"Gold Fields loses high court bid to halt Harmony takeover South African mining giant Gold Fields lost a high court bid to halt a hostile takeover by rival Harmony Gold, which is seeking to create teh world #39;s biggest gold producer, a court official said.",Business,Business,0.998449444770813,0.0007972248713485,7.710725913057104e-05,0.998449444770813,0.0006761492695659,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0096,v3,"Fields gold loses court high bid to Harmony halt takeover South African mining giant Gold Fields lost a high court bid to halt a hostile takeover by rival Gold Harmony, which seeking is to create world the 39 #; s biggest producer gold, court a official. said",Business,Business,0.998454451560974,0.000787750002928,7.742330490145832e-05,0.998454451560974,0.0006803379510529,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0097,base,"Google Enhances Discussion Groups Google is improving on the discussions its popular Web site hosts, hoping the upgrades will spur more online banter and make its market-leading search engine a richer destination.",Sci/Tech,Sci/Tech,0.9682563543319702,0.0008451199391856,0.000142200035043,0.0307563804090023,0.9682563543319702,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0097,v1,"Google Enhances Discussion Groups Google is 8mprovinh on the discussions its 0ophlar Web dit$ hosts, hLpinH the upgraSeZ 1i<l Wp7r mIr2 online banter and Nxke its market - leadLnN search engine a richer destination.",Sci/Tech,Sci/Tech,0.9645522832870485,0.0009016648400574,0.000158065216965,0.0343879833817482,0.9645522832870485,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0097,v2,"Google Enhances Discussion Groups Google is improving on teh discussions its popular Web site hosts, hoping the upgrades will spur more online banter and make its market-leading search engine a richer destination.",Sci/Tech,Sci/Tech,0.9671416878700256,0.0008250721730291,0.0001443796209059,0.0318888425827026,0.9671416878700256,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0097,v3,"Enhances google Discussion Groups Google is on improving the discussions its popular Web site, hosts the hoping upgrades will more spur online banter make its and market - leading search a engine richer destination.",Sci/Tech,Sci/Tech,0.9627050161361694,0.0009174991864711,0.0001597165683051,0.0362177528440952,0.9627050161361694,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0098,base,"The Handbag? Total Knockoff. The Price Tag? All Too Real. It is as much a rite of the New York holiday season as sidewalk Santas or crowded Fifth Avenue sidewalks: the proliferation of hawkers selling counterfeit products like the fake Fendi handbag, the replica Rolex watch and the pirated DVD.",Business,Sci/Tech,0.949365735054016,0.0008375945617444,0.0002316134632565,0.0495650842785835,0.949365735054016,agnews_0098,0.0366,0.9634,Type I,A,1.0,0.9494,0.2891,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0098,v1,"The Handbag? Total Knockoff. The ogice Tag? All Too Real. It is as much a %Ote of the New h)rk holiday Weaxon as sidewalk Santas or crowded Fifth AvSnu$ s&dewal.s: the pro>if@ration of hawkers selling counterfeit pDoducHs like the fake FWJdi handbag, the rdp;ica Rolex watch and the pirated DVD.",Business,Sci/Tech,0.9701005816459656,0.0007873547729104,0.0001420004555257,0.028970081359148,0.9701005816459656,agnews_0098,0.0366,0.9634,Type I,A,1.0,0.9494,0.2891,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0098,v2,"The Handbag? Total Knockoff. The Price Tag? All Too Real. It is as much a rite of teh New York holiday season as sidewalk Santas or crowded Fifth Avenue sidewalks: the proliferation of hawkers selling counterfeit products like the fake Fendi handbag, the replica Rolex watch and the pirated DVD.",Business,Sci/Tech,0.9433875679969788,0.0008595462422817,0.0002802996605169,0.055472619831562,0.9433875679969788,agnews_0098,0.0366,0.9634,Type I,A,1.0,0.9494,0.2891,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0098,v3,"The Handbag? Total Knockoff. The Price? Tag Too All Real. It as is much a of rite the New York holiday season as sidewalk Santas or crowded Fifth Avenue sidewalks: the proliferation of hawkers selling products counterfeit the like fake Fendi handbag, the replica Rolex watch and the pirated DVD.",Business,Sci/Tech,0.9513119459152222,0.0008423635736107,0.0002291390410391,0.0476165637373924,0.9513119459152222,agnews_0098,0.0366,0.9634,Type I,A,1.0,0.9494,0.2891,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0099,base,"Bedding Blip? Go Back to Sleep This is getting old. Every time Hidden Gems selection Select Comfort (Nasdaq: SCSS) gets settled in and ready for a long night #39;s rest full of dreams of two-times-in-three-years capital gains, along ",Business,Sci/Tech,0.5890295505523682,0.0085325129330158,0.0399692021310329,0.3624686896800995,0.5890295505523682,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0099,v1,"BewdUng Blip? Go Back to Sleep This is getting old. Every time TiXden GfmQ selection SelDxt C(mfPrt (Nasdaq: XCZS) gets settled in and ready for a long night # 39; s rest full of dreams of two - hJmes - in - ^hGee - years caL(tal gaOnD, along",Business,Sports,0.9975636005401612,0.0005884942947886,0.9975636005401612,0.0012861002469435,0.0005618204595521,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0099,v2,"Bedding Blip? Go Back to Sleep This is getting old. Every time Hidden Gems selection Select Comfort (Nasdaq: SCSS) gets settled in and ready for a long night #39;s rest full of dreams of two-times-in-three-years capital gains, along .",Business,Sci/Tech,0.7457631826400757,0.0063446625135838,0.0247647073119878,0.2231274843215942,0.7457631826400757,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0099,v3,"Bedding Blip? to Go Back Sleep This is getting old. Every time Hidden Gems selection Select Comfort (Nasdaq: SCSS) settled gets and in ready for a long night # 39; rest s full of two dreams of - times - in - three - years capital gains along,",Business,Business,0.8701117038726807,0.0047486689873039,0.019185472279787,0.8701117038726807,0.1059541478753089,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0100,base,"Mars water tops science honours The discovery that salty, acidic water once flowed across the surface of Mars has topped a list of the 10 key scientific advances of 2004.",World,Sci/Tech,0.9952470660209656,0.0015801944537088,6.656776531599462e-05,0.0031062385533005,0.9952470660209656,agnews_0100,0.0097,0.9903,Type I,A,1.0,0.9952,0.0435,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0100,v1,"Mars water tolw science hobokrs The discovery Ynat salty, ac&dif qate3 once f/owFd WcrPss the surface of MATs has topped a PisF of the 10 key scientific advancfz of 2004.",World,Sci/Tech,0.9903435707092284,0.0007346686907112,7.956601621117443e-05,0.0088421981781721,0.9903435707092284,agnews_0100,0.0097,0.9903,Type I,A,1.0,0.9952,0.0435,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0100,v2,"Mars water tops science honours The discovery that salty, acidic water once flowed across teh surface of Mars has topped a list of the 10 key scientific advances of 2004.",World,Sci/Tech,0.9950889945030212,0.0018013215158134,7.422322232741863e-05,0.003035538829863,0.9950889945030212,agnews_0100,0.0097,0.9903,Type I,A,1.0,0.9952,0.0435,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0100,v3,"Mars water tops science honours The discovery that salty acidic once, water flowed across the surface of has Mars topped a of list 10 key the scientific advances of 2004.",World,Sci/Tech,0.9951651096343994,0.0015358723467215,6.96622664690949e-05,0.0032292939722537,0.9951651096343994,agnews_0100,0.0097,0.9903,Type I,A,1.0,0.9952,0.0435,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0101,base,"France, Ivory Coast relations worsen Nine French peacekeepers were killed during an air raid by Ivorian bombers more than a week ago. France responded by destroying most of the Ivorian air force.",World,World,0.999284565448761,0.999284565448761,0.0001312169915763,0.0003461369487922,0.0002380460064159,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0101,v1,"France, ovor% Coast relaGOons wo3xen Nine F%ebch peacekeeprre were killed duGimg an air raid by Ivorian bombers m0Fe than a week ago. Drancw reZpomded by Vestfoying most of the Ivorian air force.",World,World,0.999267041683197,0.999267041683197,0.0001466470130253,0.0003497916914056,0.0002365371765336,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0101,v2,"France, Ivory Coast relations worsen Nine French peacekeepers were killed during an air raid by Ivorian bombers more than a week ago. France responded by destroying most of teh Ivorian air force.",World,World,0.9992846846580504,0.9992846846580504,0.0001312071253778,0.0003461394226178,0.000238048742176,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0101,v3,"France, Ivory relations Coast Nine worsen French killed peacekeepers were during an raid air by Ivorian bombers than more a week. ago France responded by destroying most of the Ivorian air force.",World,World,0.999284565448761,0.999284565448761,0.0001312204985879,0.000346135959262,0.0002380450896453,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0102,base,"WordsWorth Books files Chapter 11 WordsWorth Books, a Harvard Square institution for 29 years, yesterday filed for bankruptcy protection, as its owners seek a buyer or investor to help the independent bookseller compete with giant rivals like Amazon.com.",Business,Business,0.998435914516449,0.0007220002589747,7.999866647878662e-05,0.998435914516449,0.0007621490512974,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0102,v1,"WordsWorth Books files Chapter 11 WordsWorth Books, a Harvard S@uage instit6tiom for 29 yfzrs, yestervau filed for bankruptcy protection, as its owners seek a buUSr or investor to Yell the iHdependenf b9oksel,er compete with giant riBSls lUue Amazon. com.",Business,Business,0.9984264373779296,0.000736896530725,7.820864993846044e-05,0.9984264373779296,0.0007585673592984,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0102,v2,"WordsWorth Books files Chapter 11 WordsWorth Books, a Harvard Square institution for 29 years, yesterday filed for bankruptcy protection, as its owners seek a buyer or investor to help teh independent bookseller compete with giant rivals like Amazon.com.",Business,Business,0.998439610004425,0.0007289022323675,7.853128772694618e-05,0.998439610004425,0.0007528836722485,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0102,v3,"WordsWorth files Books Chapter 11 Books WordsWorth, a Harvard Square institution for 29 years, yesterday for filed bankruptcy protection, as its owners seek buyer a or investor to help independent the bookseller with compete rivals giant like Amazon. com.",Business,Business,0.9984305500984192,0.000699650729075,8.066328155109659e-05,0.9984305500984192,0.0007891352870501,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0103,base,"Toys Will Be Toys Trust me, you don #39;t want to see desperate parents shopping over the holidays. I was at Circuit City (NYSE: CC) last week and saw a mother pleading with a sales clerk for a Nintendo DS portable video game system.",Sci/Tech,Sci/Tech,0.9583733081817628,0.0008232514373958,0.0001797080039978,0.0406237728893756,0.9583733081817628,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0103,v1,"4ogs W(.l Be Toys Trust me, you don # 39; t want to see desperate parents sboppigg over the holLdahs. I was at Circuit xUty (NYSE: CC) last de2k and saw a mother (leaEing with a sales clerk for a Nintendo DS portable c*deo gaH3 sgCtem.",Sci/Tech,Sci/Tech,0.9638814330101012,0.0007712605874985,0.0001584666169947,0.0351888202130794,0.9638814330101012,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0103,v2,"Toys Will Be Toys Trust me, you don #39;t want to see desperate parents shopping over teh holidays. I was at Circuit City (NYSE: CC) last week and saw a mother pleading with a sales clerk for a Nintendo DS portable video game system.",Sci/Tech,Sci/Tech,0.9590641260147096,0.0008181851007975,0.0001743841712595,0.0399432890117168,0.9590641260147096,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0103,v3,"Toys Will Be Toys Trust me, you # don 39 t; want to see desperate shopping parents over the holidays. I was at City Circuit (NYSE: CC) last and week saw a mother pleading with a sales clerk for Nintendo a DS game portable video system.",Sci/Tech,Sci/Tech,0.953418493270874,0.0008686593500897,0.0001888714032247,0.0455239340662956,0.953418493270874,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0104,base,"Vodafone begins 3G service Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games.",Business,Sci/Tech,0.9508796334266664,0.0009772990597411,0.0001840017212089,0.0479590445756912,0.9508796334266664,agnews_0104,0.0209,0.9791,Type I,A,1.0,0.9509,0.2826,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0104,v1,"FodaBone negigs 3G sRrvicF Vodadonf launDYes its rhi$d - generation s#rbices for mobile phones, ofGerinf video calls, music downloads and games.",Business,Sci/Tech,0.965977132320404,0.0006260874215513,0.0002972871589008,0.0330995023250579,0.965977132320404,agnews_0104,0.0209,0.9791,Type I,A,1.0,0.9509,0.2826,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0104,v2,"Vodafone begins 3G service Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games..",Business,Sci/Tech,0.9523220658302308,0.0010061811190098,0.000185286568012,0.0464864410459995,0.9523220658302308,agnews_0104,0.0209,0.9791,Type I,A,1.0,0.9509,0.2826,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0104,v3,"Vodafone 3G begins service launches Vodafone its third - generation services for mobile phones, offering video calls music, and games downloads.",Business,Sci/Tech,0.9519881010055542,0.0009827953763306,0.0001826247753342,0.0468464978039264,0.9519881010055542,agnews_0104,0.0209,0.9791,Type I,A,1.0,0.9509,0.2826,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0105,base,Klitschko too good for Williams Vitali Klitschko proved too strong for Danny Williams as he retained his world championship crown in Las Vegas last night. Williams vowed to continue boxing despite being outclassed by Klitschko.,Sports,Sports,0.9995384216308594,0.0003106566146016,0.9995384216308594,0.0001065338074113,4.445485683390871e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0105,v1,Klitschko too good for W8lliaNs Vitali Klitschko procsd too strong for Wann& Qilpiams as he retained his world championship crown in Las degaC last night. W9/liams vowed to Fonrinue boCinn VespitD being *htclassed by Klitschko.,Sports,Sports,0.9995390176773072,0.0003099734603893,0.9995390176773072,0.0001064554671756,4.464985977392644e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0105,v2,Klitschko too good for Williams Vitali Klitschko proved too strong for Danny Williams as he retained his world championship crown in Las Vegas last night. Williams vowed to continue boxing despite being outclassed by Klitschko..,Sports,Sports,0.9995166063308716,0.0003170247073285,0.9995166063308716,0.0001137907747761,5.2582938224077225e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0105,v3,Too klitschko good Vitali for Williams Klitschko proved too strong Danny for as Williams he retained his championship world crown in Las Vegas last night. Williams vowed to continue boxing despite being outclassed by Klitschko.,Sports,Sports,0.9995381832122804,0.0003109303943347,0.9995381832122804,0.0001065646720235,4.443950456334278e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0106,base,"Georgia Evolution Dispute Embarrasses Some Atlanta, Nov. 11 - First, Georgia #39;s education chief tried to take the word  quot;evolution quot; out of the state #39;s science curriculum.",Sci/Tech,Sci/Tech,0.9923802614212036,0.0007108265417627,6.86285420670174e-05,0.006840334739536,0.9923802614212036,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0106,v1,"G$odgia Evolution DJspu%e Embarrasses So<# AtlZn4a, Nov. 11 - First, yeoGgia # 39; s WducatOon chi@G %rKed to tZkD the word @&ot; evolution quot; out of the state # 39; s science curriculum.",Sci/Tech,Sci/Tech,0.9893877506256104,0.000649377470836,7.645971345482394e-05,0.009886429645121,0.9893877506256104,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0106,v2,"Georgia Evolution Dispute Embarrasses Some Atlanta, Nov. 11 - First, Georgia #39;s education chief tried to take teh word  quot;evolution quot; out of the state #39;s science curriculum.",Sci/Tech,Sci/Tech,0.99316143989563,0.0007592975744046,6.761233089491725e-05,0.0060116443783044,0.99316143989563,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0106,v3,"Georgia Evolution Dispute Embarrasses Atlanta Some, Nov. - 11 First, Georgia 39 #; education s chief tried to the take word quot; quot evolution; of out the state # 39; science s. curriculum",Sci/Tech,Sci/Tech,0.9928734302520752,0.0007405718206427,6.844677409389988e-05,0.0063175302930176,0.9928734302520752,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0107,base,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer reaches of our solar system may have been shaped long ago by a close encounter with another star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today.",Sci/Tech,Sci/Tech,0.994470477104187,0.0014464815612882,8.074445941019803e-05,0.0040022917091846,0.994470477104187,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0107,v1,"Earth ' s SoKaE System Shaped by Brush with Star, Astronomers Say (SPACE. com) S)SCE. com - The outer r$ach4s of our solar system may have been shaped long ago by a cloX3 encounter with anoYhet srsr that toFD up both naZceHt planetary syxteks like colliding buzz Wsws, astronomers said today.",Sci/Tech,Sci/Tech,0.9922264814376832,0.0008329820702783,7.67635865486227e-05,0.006863806862384,0.9922264814376832,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0107,v2,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer reaches of our solar system may have been shaped long ago by a close encounter with anotehr star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today.",Sci/Tech,Sci/Tech,0.994918406009674,0.0017300659092143,8.216303103836253e-05,0.0032693783286958,0.994918406009674,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0107,v3,"Earth ' Solar s System Shaped by Brush with Star, Astronomers Say (SPACE. com SPACE) com. - The outer of reaches our solar system have may been shaped ago long by a close encounter with another star that tore up both nascent planetary systems colliding like buzz saws, said astronomers today.",Sci/Tech,Sci/Tech,0.995271623134613,0.0015506047056987,6.642309745075181e-05,0.0031113331206142,0.995271623134613,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0108,base,Oil Down 3 Pct. as U.S. Winter Stays Mild  NEW YORK (Reuters) - Oil prices slid 3 percent on Monday on  expectations that more mild U.S. weather at the start of the  New Year will limit heating oil demand.,Business,Business,0.9984425902366638,0.0008184983744286,7.839810132281855e-05,0.9984425902366638,0.0006605859380215,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
