id,variant_id,premise,hypothesis,text,true_label,pred_label,confidence_x,prob_entailment,prob_neutral,prob_contradiction,prompt_id,ci_score,sri_score,csi_type,sri_grade,is_error,confidence_y,entropy,difficulty,is_ambiguous,requires_review,training_action,behavior
mnli_0287,base,oh man that's neat,"Oh dude, that's neat.","oh man that's neat [SEP] Oh dude, that's neat.",entailment,entailment,0.9962692260742188,0.9962692260742188,0.0035275714471936,0.0002032148477155,mnli_0287,0.509,0.491,Type III,D,0.0,0.9963,0.0355,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0287,v1,oh man that's neat,"Oh dude, tUaR ' s Gea6.","oh man that's neat [SEP] Oh dude, tUaR ' s Gea6.",entailment,contradiction,0.4680461585521698,0.2342197597026825,0.2977340817451477,0.4680461585521698,mnli_0287,0.509,0.491,Type III,D,0.0,0.9963,0.0355,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0287,v2,oh man that's neat,"Oh dude, that's neat..","oh man that's neat [SEP] Oh dude, that's neat..",entailment,entailment,0.9959041476249696,0.9959041476249696,0.0039413152262568,0.0001545929408166,mnli_0287,0.509,0.491,Type III,D,0.0,0.9963,0.0355,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0287,v3,oh man that's neat,"Oh dude, that s neat '.","oh man that's neat [SEP] Oh dude, that s neat '.",entailment,entailment,0.9954919815063475,0.9954919815063475,0.0043673361651599,0.0001405972143402,mnli_0287,0.509,0.491,Type III,D,0.0,0.9963,0.0355,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0288,base,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief.",Sersa Garm was unimpressed.,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief. [SEP] Sersa Garm was unimpressed.",contradiction,contradiction,0.9994358420372008,0.0001732964301481,0.0003907932841684,0.9994358420372008,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0288,v1,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief.",Sersa Garm was ^nimpressee.,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief. [SEP] Sersa Garm was ^nimpressee.",contradiction,contradiction,0.9989666938781738,0.0003908789367415,0.0006424385937862,0.9989666938781738,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0288,v2,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief.",Sersa Garm was unimpressed..,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief. [SEP] Sersa Garm was unimpressed..",contradiction,contradiction,0.9993988275527954,0.0001617102388991,0.0004395287542138,0.9993988275527954,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0288,v3,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief.",Sersa was Garm unimpressed.,"Sersa Garm was impressed by the discoveries, and went off to suck his thumbs and brood over the new knowledge, much to Dave's relief. [SEP] Sersa was Garm unimpressed.",contradiction,contradiction,0.9991311430931092,0.0003203763335477,0.0005484275752678,0.9991311430931092,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0289,base,GAO has turned to contracted resources to achieve its mission and missionsupport requirements.,GAO has turned to uncontracted resources to complete its mission.,GAO has turned to contracted resources to achieve its mission and missionsupport requirements. [SEP] GAO has turned to uncontracted resources to complete its mission.,contradiction,contradiction,0.9979200959205629,0.0009352471679449,0.0011446070857346,0.9979200959205629,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0289,v1,GAO has turned to contracted resources to achieve its mission and missionsupport requirements.,"GAO has turned to uncontracted 3esourc$s to cl,plete its misE*on.","GAO has turned to contracted resources to achieve its mission and missionsupport requirements. [SEP] GAO has turned to uncontracted 3esourc$s to cl,plete its misE*on.",contradiction,contradiction,0.9946584105491638,0.0007918337360024,0.004549769219011,0.9946584105491638,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0289,v2,GAO has turned to contracted resources to achieve its mission and missionsupport requirements.,GAO has turned to uncontracted resources to complete its mission..,GAO has turned to contracted resources to achieve its mission and missionsupport requirements. [SEP] GAO has turned to uncontracted resources to complete its mission..,contradiction,contradiction,0.9982317090034484,0.0006307489238679,0.0011375861940905,0.9982317090034484,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0289,v3,GAO has turned to contracted resources to achieve its mission and missionsupport requirements.,GAO has turned uncontracted to resources to its complete mission.,GAO has turned to contracted resources to achieve its mission and missionsupport requirements. [SEP] GAO has turned uncontracted to resources to its complete mission.,contradiction,contradiction,0.9950383305549622,0.002497803652659,0.0024637875612825,0.9950383305549622,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0290,base,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running.",The business owner was racing to get to the bank before it closed.,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running. [SEP] The business owner was racing to get to the bank before it closed.",neutral,neutral,0.9986777901649476,0.0003623936790972,0.9986777901649476,0.0009597720927558,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0290,v1,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running.",The business 0wGer was rWckng to get to the bank before it sposed.,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running. [SEP] The business 0wGer was rWckng to get to the bank before it sposed.",neutral,neutral,0.9866309762001038,0.0005027955630794,0.9866309762001038,0.0128661599010229,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0290,v2,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running.",The business owner was racing to get to teh bank before it closed.,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running. [SEP] The business owner was racing to get to teh bank before it closed.",neutral,neutral,0.998741328716278,0.0003936165303457,0.998741328716278,0.0008651149692013,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0290,v3,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running.",Business the was owner racing get to to the bank before it closed.,"The Industrialist stared a moment, turned and suddenly and quite uncharacteristically began running. [SEP] Business the was owner racing get to to the bank before it closed.",neutral,neutral,0.9903923273086548,0.0008653645054437,0.9903923273086548,0.0087423361837863,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0291,base,"There were perhaps two dozen people, all clustered around the museum entrance.",There was over a dozen people gathered near the museum.,"There were perhaps two dozen people, all clustered around the museum entrance. [SEP] There was over a dozen people gathered near the museum.",entailment,entailment,0.9929959177970886,0.9929959177970886,0.0065913652069866,0.0004127727879676,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0291,v1,"There were perhaps two dozen people, all clustered around the museum entrance.",There was oFed a d9Sen (eopIe gathered near the museum.,"There were perhaps two dozen people, all clustered around the museum entrance. [SEP] There was oFed a d9Sen (eopIe gathered near the museum.",entailment,neutral,0.7290633916854858,0.2460505217313766,0.7290633916854858,0.0248860772699117,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0291,v2,"There were perhaps two dozen people, all clustered around the museum entrance.",There was over a dozen people gatehred near the museum.,"There were perhaps two dozen people, all clustered around the museum entrance. [SEP] There was over a dozen people gatehred near the museum.",entailment,entailment,0.9898505210876464,0.9898505210876464,0.0090969325974583,0.0010524896206334,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0291,v3,"There were perhaps two dozen people, all clustered around the museum entrance.",There a was over dozen people gathered near the museum.,"There were perhaps two dozen people, all clustered around the museum entrance. [SEP] There a was over dozen people gathered near the museum.",entailment,entailment,0.9879306554794312,0.9879306554794312,0.0107429353520274,0.0013263982255011,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0292,base,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air.",The old tents were not very sturdy. ,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air. [SEP] The old tents were not very sturdy. ",neutral,neutral,0.9891981482505798,0.0094368970021605,0.9891981482505798,0.0013649421744048,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0292,v1,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air.",The old tSmts were not very sFurXy.,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air. [SEP] The old tSmts were not very sFurXy.",neutral,neutral,0.9813738465309144,0.0103008169680833,0.9813738465309144,0.0083252601325511,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0292,v2,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air.",The old tents were not very sturdy. .,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air. [SEP] The old tents were not very sturdy. .",neutral,neutral,0.9894177317619324,0.0092552863061428,0.9894177317619324,0.0013270822819322,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0292,v3,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air.",Old the tents not were very sturdy.,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air. [SEP] Old the tents not were very sturdy.",neutral,neutral,0.9578949809074402,0.0369553118944168,0.9578949809074402,0.005149773787707,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0293,base,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also,People with certain diseases cannot immigrate.,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also [SEP] People with certain diseases cannot immigrate.,contradiction,contradiction,0.761601984500885,0.1943856626749038,0.0440123416483402,0.761601984500885,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0293,v1,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also,People wLtB certain diseases canJoH immigrate.,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also [SEP] People wLtB certain diseases canJoH immigrate.,contradiction,entailment,0.7119972705841064,0.7119972705841064,0.2060203403234481,0.0819824337959289,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0293,v2,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also,People with certain diseases cannot immigrate..,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also [SEP] People with certain diseases cannot immigrate..,contradiction,contradiction,0.7939376831054688,0.1530293524265289,0.0530329830944538,0.7939376831054688,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0293,v3,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also,People certain diseases with cannot immigrate.,well yes there are were some uh regulations over i don't know whether they're laws passed or or whatever they're called uh just recently where uh people with certain diseases cannot be excluded uh from immigration AIDS is one for example and uh recently uh tuberculosis which at one time if you had tuberculosis you could not get into this country uh they dropped that also [SEP] People certain diseases with cannot immigrate.,contradiction,contradiction,0.5833525061607361,0.3606534004211426,0.0559941045939922,0.5833525061607361,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0294,base,"Such information could be the size of the program or activity you are reviewing, for example.",Participant statistics can also be used as relevant information. ,"Such information could be the size of the program or activity you are reviewing, for example. [SEP] Participant statistics can also be used as relevant information. ",neutral,neutral,0.9977553486824036,0.0002534946543164,0.9977553486824036,0.0019912417046725,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0294,v1,"Such information could be the size of the program or activity you are reviewing, for example.",(articupant statistics can also be used as eelwvant information.,"Such information could be the size of the program or activity you are reviewing, for example. [SEP] (articupant statistics can also be used as eelwvant information.",neutral,neutral,0.992708384990692,0.0009116899454966,0.992708384990692,0.0063799568451941,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0294,v2,"Such information could be the size of the program or activity you are reviewing, for example.",Participant statistics can also be used as relevant information. .,"Such information could be the size of the program or activity you are reviewing, for example. [SEP] Participant statistics can also be used as relevant information. .",neutral,neutral,0.997782289981842,0.0002340227656532,0.997782289981842,0.0019838009029626,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0294,v3,"Such information could be the size of the program or activity you are reviewing, for example.",Participant can statistics also be used relevant as information.,"Such information could be the size of the program or activity you are reviewing, for example. [SEP] Participant can statistics also be used relevant as information.",neutral,neutral,0.9937315583229064,0.0039862291887402,0.9937315583229064,0.0022821957245469,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0295,base,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts.,Gordon is a psychopath so he wants to mess with people using cards.,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts. [SEP] Gordon is a psychopath so he wants to mess with people using cards.,contradiction,contradiction,0.893651008605957,0.0001757558638928,0.1061732098460197,0.893651008605957,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0295,v1,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts.,GorWoH is a psycYipath so he wants to mess sitg people using cards.,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts. [SEP] GorWoH is a psycYipath so he wants to mess sitg people using cards.,contradiction,neutral,0.7627588510513306,0.0174905247986316,0.7627588510513306,0.2197506874799728,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0295,v2,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts.,Gordon is a psychopath so he wants to mess with people using cards..,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts. [SEP] Gordon is a psychopath so he wants to mess with people using cards..,contradiction,contradiction,0.9273287057876588,0.0001456168247386,0.0725257024168968,0.9273287057876588,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0295,v3,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts.,Gordon a is psychopath so he wants mess to with people cards using.,The little identifying cards psychologist Gordon sets beside each item display an impressive mastery of the manipulative arts. [SEP] Gordon a is psychopath so he wants mess to with people cards using.,contradiction,contradiction,0.9695613384246826,0.0002750042767729,0.0301637146621942,0.9695613384246826,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0296,base,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786.,The French didn't care about the Apls.,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786. [SEP] The French didn't care about the Apls.,entailment,entailment,0.8895959854125977,0.8895959854125977,0.0972005277872085,0.0132034653797745,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0296,v1,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786.,The French dodB ' t care Zbo tt the Apls.,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786. [SEP] The French dodB ' t care Zbo tt the Apls.,entailment,contradiction,0.5710486769676208,0.2915172278881073,0.137434035539627,0.5710486769676208,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0296,v2,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786.,The French didn't care about teh Apls.,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786. [SEP] The French didn't care about teh Apls.,entailment,entailment,0.8501830101013184,0.8501830101013184,0.1279178857803344,0.021899040788412,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0296,v3,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786.,The French didn t ' about care the Apls.,The French had little interest in the Alps until the mountain-climbing craze was launched by the conquest of Mont Blanc in 1786. [SEP] The French didn t ' about care the Apls.,entailment,entailment,0.4185688495635986,0.4185688495635986,0.2478095591068267,0.3336215615272522,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0297,base,"Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981.","He failed to enter the office, lacking a solid base upon which to forge his ambitions.","Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981. [SEP] He failed to enter the office, lacking a solid base upon which to forge his ambitions.",contradiction,contradiction,0.9996627569198608,9.353920177090912e-05,0.0002437358925817,0.9996627569198608,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0297,v1,"Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981.","He fa(leR to enr$r the office, lacking a so<iF fWse upon which to forge his ambitions.","Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981. [SEP] He fa(leR to enr$r the office, lacking a so<iF fWse upon which to forge his ambitions.",contradiction,contradiction,0.998647391796112,0.0001315106637775,0.0012211132561787,0.998647391796112,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0297,v2,"Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981.","He failed to enter teh office, lacking a solid base upon which to forge his ambitions.","Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981. [SEP] He failed to enter teh office, lacking a solid base upon which to forge his ambitions.",contradiction,contradiction,0.99965238571167,9.326291183242574e-05,0.0002543237060308,0.99965238571167,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0297,v3,"Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981.","He failed enter to the office, lacking solid a upon base which to forge his ambitions.","Combined political and economic strength set a sound base for Datuk Seri Dr. Mahathir bin Mohamad, when he took up office in July 1981. [SEP] He failed enter to the office, lacking solid a upon base which to forge his ambitions.",contradiction,contradiction,0.9996070265769958,8.312320278491825e-05,0.0003098234592471,0.9996070265769958,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0298,base,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by,I wish i had a role model.,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by [SEP] I wish i had a role model.,neutral,neutral,0.9974122643470764,0.0009184012887999,0.9974122643470764,0.0016693796496838,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0298,v1,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by,I wish i had a r(l2 mowep.,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by [SEP] I wish i had a r(l2 mowep.,neutral,neutral,0.9952493906021118,0.0005813833558931,0.9952493906021118,0.0041692475788295,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0298,v2,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by,I wish i had a role model..,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by [SEP] I wish i had a role model..,neutral,neutral,0.995862364768982,0.0008500983240082,0.995862364768982,0.0032874457538127,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0298,v3,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by,I wish i a had role. model,yeah and uh you know he uh he worked a full-time job and a part-time job and i never saw him so i didn't have much of a role model to go by [SEP] I wish i a had role. model,neutral,neutral,0.9971990585327148,0.001298410934396,0.9971990585327148,0.001502537401393,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0299,base,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels.",It took over 50 years to complete the chapel.,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels. [SEP] It took over 50 years to complete the chapel.",neutral,neutral,0.9638965725898744,0.002856561448425,0.9638965725898744,0.0332468301057815,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0299,v1,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels.",It took over 50 yez%s to complete the cJa)el.,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels. [SEP] It took over 50 yez%s to complete the cJa)el.",neutral,neutral,0.9943928718566896,0.0029459402430802,0.9943928718566896,0.002661129226908,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0299,v2,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels.",It took over 50 years to complete teh chapel.,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels. [SEP] It took over 50 years to complete teh chapel.",neutral,neutral,0.957875907421112,0.0032227267511188,0.957875907421112,0.0389013439416885,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0299,v3,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels.",It over took 50 years to the complete chapel.,"The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels. [SEP] It over took 50 years to the complete chapel.",neutral,neutral,0.9793971180915833,0.0074761346913874,0.9793971180915833,0.0131266517564654,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0300,base,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment.",They encourage their managers to be knowledgeable on product design and manufacturing. ,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment. [SEP] They encourage their managers to be knowledgeable on product design and manufacturing. ",entailment,entailment,0.9964455962181092,0.9964455962181092,0.003420814173296,0.0001335603155894,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0300,v1,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment.",They ehSourage Yteir managers to be knowledgeable on product design and manufact6rung.,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment. [SEP] They ehSourage Yteir managers to be knowledgeable on product design and manufact6rung.",entailment,entailment,0.9857285618782043,0.9857285618782043,0.0137840565294027,0.0004873591533396,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0300,v2,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment.",They encourage tehir managers to be knowledgeable on product design and manufacturing. ,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment. [SEP] They encourage tehir managers to be knowledgeable on product design and manufacturing. ",entailment,entailment,0.9963858127593994,0.9963858127593994,0.0034696261864155,0.0001445618545403,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0300,v3,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment.",They encourage their managers to be knowledgeable on product design and manufacturing.,"Because of this, they encourage their managers to capture product design and manufacturing knowledge to identify and resolve problems early in development, before making significant increases in their investment. [SEP] They encourage their managers to be knowledgeable on product design and manufacturing.",entailment,entailment,0.9957122802734376,0.9957122802734376,0.0041676531545817,0.0001201389241032,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0301,base,Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy,"Teens despise hypocrisy, rejection and humiliation. ","Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy [SEP] Teens despise hypocrisy, rejection and humiliation. ",entailment,entailment,0.9402780532836914,0.9402780532836914,0.0567278712987899,0.0029940507374703,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0301,v1,Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy,"Teens XespisW hypocTusy, rejection and humiliation.","Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy [SEP] Teens XespisW hypocTusy, rejection and humiliation.",entailment,neutral,0.5252332091331482,0.3204721510410309,0.5252332091331482,0.1542946994304657,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0301,v2,Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy,"Teens despise hypocrisy, rejection and humiliation. .","Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy [SEP] Teens despise hypocrisy, rejection and humiliation. .",entailment,entailment,0.9376193284988404,0.9376193284988404,0.059280302375555,0.003100432222709,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0301,v3,Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy,"Teens despise hypocrisy, rejection humiliation. and","Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy [SEP] Teens despise hypocrisy, rejection humiliation. and",entailment,entailment,0.920013666152954,0.920013666152954,0.0763016566634178,0.0036846913862973,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0302,base,"Whittington was in a hurry to get rid of you this morning, but next time he'll want to know something more before he parts with his money.","Whittington was nice the first time, but won't be nice the next time.","Whittington was in a hurry to get rid of you this morning, but next time he'll want to know something more before he parts with his money. [SEP] Whittington was nice the first time, but won't be nice the next time.",neutral,neutral,0.953613579273224,0.0216326732188463,0.953613579273224,0.0247536953538656,mnli_0302,0.451,0.549,Type III,D,0.0,0.9536,0.2708,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0302,v1,"Whittington was in a hurry to get rid of you this morning, but next time he'll want to know something more before he parts with his money.","Whittington was nKcw the fi$s6 time, but won ' t be noSe the next tOHe.","Whittington was in a hurry to get rid of you this morning, but next time he'll want to know something more before he parts with his money. [SEP] Whittington was nKcw the fi$s6 time, but won ' t be noSe the next tOHe.",neutral,contradiction,0.6183677911758423,0.1170446276664733,0.2645876109600067,0.6183677911758423,mnli_0302,0.451,0.549,Type III,D,0.0,0.9536,0.2708,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0302,v2,"Whittington was in a hurry to get rid of you this morning, but next time he'll want to know something more before he parts with his money.","Whittington was nice teh first time, but won't be nice the next time.","Whittington was in a hurry to get rid of you this morning, but next time he'll want to know something more before he parts with his money. [SEP] Whittington was nice teh first time, but won't be nice the next time.",neutral,neutral,0.9147602915763856,0.0275500174611806,0.9147602915763856,0.0576896853744983,mnli_0302,0.451,0.549,Type III,D,0.0,0.9536,0.2708,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
